column_name;total_non_null;years_with_data;n_years
TR3PTSA15_TR_DISP;96;[2015];1
TR4PACT15_TR_DEC;96;[2015];1
TR4PACT15_TR_DISP;96;[2015];1
TR4PAUT15;96;[2015];1
TR4PBEN15_TR_DEC;96;[2015];1
TR4PBEN15_TR_DISP;96;[2015];1
TR4PCHO15_TR_DEC;96;[2015];1
TR4PCHO15_TR_DISP;96;[2015];1
TR4PIMPOT15;96;[2015];1
TR4PPAT15;96;[2015];1
TR4PPEN15_TR_DEC;96;[2015];1
TR4PPEN15_TR_DISP;96;[2015];1
TR4PPFAM15;96;[2015];1
TR4PPLOGT15;96;[2015];1
TR4PPMINI15;96;[2015];1
TR4PPSOC15;96;[2015];1
TR4PTSA15_TR_DEC;96;[2015];1
TR4PTSA15_TR_DISP;96;[2015];1
TR5PACT15_TR_DEC;96;[2015];1
TR5PACT15_TR_DISP;96;[2015];1
TR5PAUT15;96;[2015];1
TR5PBEN15_TR_DEC;96;[2015];1
TR5PBEN15_TR_DISP;96;[2015];1
TR5PCHO15_TR_DEC;96;[2015];1
TR5PCHO15_TR_DISP;96;[2015];1
TR5PIMPOT15;96;[2015];1
TR5PPAT15;96;[2015];1
TR5PPEN15_TR_DEC;96;[2015];1
TR5PPEN15_TR_DISP;96;[2015];1
TR5PPFAM15;96;[2015];1
TR5PPLOGT15;96;[2015];1
TR5PPMINI15;96;[2015];1
TR5PPSOC15;96;[2015];1
TR5PTSA15_TR_DEC;96;[2015];1
TR5PTSA15_TR_DISP;96;[2015];1
TR6PACT15_TR_DEC;96;[2015];1
TR6PACT15_TR_DISP;96;[2015];1
TR6PAUT15;96;[2015];1
TR6PBEN15_TR_DEC;96;[2015];1
TR6PBEN15_TR_DISP;96;[2015];1
TR6PCHO15_TR_DEC;96;[2015];1
TR6PCHO15_TR_DISP;96;[2015];1
TR6PIMPOT15;96;[2015];1
TR6PPAT15;96;[2015];1
TR6PPEN15_TR_DEC;96;[2015];1
TR6PPEN15_TR_DISP;96;[2015];1
TR6PPFAM15;96;[2015];1
TR6PPLOGT15;96;[2015];1
TR6PPMINI15;96;[2015];1
TR6PPSOC15;96;[2015];1
TR6PTSA15_TR_DEC;96;[2015];1
TR6PTSA15_TR_DISP;96;[2015];1
TR7PACT15_TR_DEC;96;[2015];1
TR7PACT15_TR_DISP;96;[2015];1
TR7PAUT15;96;[2015];1
TR7PBEN15_TR_DEC;96;[2015];1
TR7PBEN15_TR_DISP;96;[2015];1
TR7PCHO15_TR_DEC;96;[2015];1
TR7PCHO15_TR_DISP;96;[2015];1
TR7PIMPOT15;96;[2015];1
TR7PPAT15;96;[2015];1
TR7PPEN15_TR_DEC;96;[2015];1
TR7PPEN15_TR_DISP;96;[2015];1
TR7PPFAM15;96;[2015];1
TR7PPLOGT15;96;[2015];1
TR7PPMINI15;96;[2015];1
TR7PPSOC15;96;[2015];1
TR7PTSA15_TR_DEC;96;[2015];1
TR7PTSA15_TR_DISP;96;[2015];1
TR8PACT15_TR_DEC;96;[2015];1
TR8PACT15_TR_DISP;96;[2015];1
TR8PAUT15;96;[2015];1
TR8PBEN15_TR_DEC;96;[2015];1
TR8PBEN15_TR_DISP;96;[2015];1
TR8PCHO15_TR_DEC;96;[2015];1
TR8PCHO15_TR_DISP;96;[2015];1
TR8PIMPOT15;96;[2015];1
TR8PPAT15;96;[2015];1
TR8PPEN15_TR_DEC;96;[2015];1
TR8PPEN15_TR_DISP;96;[2015];1
TR8PPFAM15;96;[2015];1
TR8PPLOGT15;96;[2015];1
TR8PPMINI15;96;[2015];1
TR8PPSOC15;96;[2015];1
TR8PTSA15_TR_DEC;96;[2015];1
TR8PTSA15_TR_DISP;96;[2015];1
TR9PACT15_TR_DEC;96;[2015];1
TR9PACT15_TR_DISP;96;[2015];1
TR9PAUT15;96;[2015];1
TR9PBEN15_TR_DEC;96;[2015];1
TR9PBEN15_TR_DISP;96;[2015];1
TR9PCHO15_TR_DEC;96;[2015];1
TR9PCHO15_TR_DISP;96;[2015];1
TR9PIMPOT15;96;[2015];1
TR9PPAT15;96;[2015];1
TR9PPEN15_TR_DEC;96;[2015];1
TR9PPEN15_TR_DISP;96;[2015];1
TR9PPFAM15;96;[2015];1
TR9PPLOGT15;96;[2015];1
TR9PPMINI15;96;[2015];1
TR9PPSOC15;96;[2015];1
TR9PTSA15_TR_DEC;96;[2015];1
TR9PTSA15_TR_DISP;96;[2015];1
D116_DEC;96;[2016];1
D116_DISP;96;[2016];1
D216_DEC;96;[2016];1
D216_DISP;96;[2016];1
D316_DEC;96;[2016];1
D316_DISP;96;[2016];1
D416_DEC;96;[2016];1
D416_DISP;96;[2016];1
D616_DEC;96;[2016];1
D616_DISP;96;[2016];1
D716_DEC;96;[2016];1
D716_DISP;96;[2016];1
D816_DEC;96;[2016];1
D816_DISP;96;[2016];1
D916_DEC;96;[2016];1
D916_DISP;96;[2016];1
GI16_DEC;96;[2016];1
GI16_DISP;96;[2016];1
NBMEN16_DEC;96;[2016];1
NBMEN16_DISP;96;[2016];1
NBPERS16_DEC;96;[2016];1
NBPERS16_DISP;96;[2016];1
NBUC16_DEC;96;[2016];1
NBUC16_DISP;96;[2016];1
PACT16_DEC;96;[2016];1
PACT16_DISP;96;[2016];1
PAUT16;96;[2016];1
PBEN16_DEC;96;[2016];1
PBEN16_DISP;96;[2016];1
PCHO16_DEC;96;[2016];1
PCHO16_DISP;96;[2016];1
PIMPOT16;96;[2016];1
PMIMP16;96;[2016];1
PPAT16;96;[2016];1
PPEN16_DEC;96;[2016];1
PPEN16_DISP;96;[2016];1
PPFAM16;96;[2016];1
PPLOGT16;96;[2016];1
PPMINI16;96;[2016];1
PPSOC16;96;[2016];1
PTSA16_DEC;96;[2016];1
PTSA16_DISP;96;[2016];1
Q116_DEC;96;[2016];1
Q116_DISP;96;[2016];1
Q216_DEC;96;[2016];1
Q216_DISP;96;[2016];1
Q316_DEC;96;[2016];1
Q316_DISP;96;[2016];1
S80S2016_DEC;96;[2016];1
S80S2016_DISP;96;[2016];1
TP4016_PAU_DEC;96;[2016];1
TP4016_PAU_DISP;96;[2016];1
TP5016_PAU_DEC;96;[2016];1
TP5016_PAU_DISP;96;[2016];1
TP6016_PAU_DEC;96;[2016];1
TP6016_PAU_DISP;96;[2016];1
TP60IP16_PAU_DEC;96;[2016];1
TP60IP16_PAU_DISP;96;[2016];1
TP60Q216_PAU_DEC;96;[2016];1
TP60Q216_PAU_DISP;96;[2016];1
TR10PACT16_TR_DEC;96;[2016];1
TR10PACT16_TR_DISP;96;[2016];1
TR10PAUT16;96;[2016];1
TR10PBEN16_TR_DEC;96;[2016];1
TR10PBEN16_TR_DISP;96;[2016];1
TR10PCHO16_TR_DEC;96;[2016];1
TR10PCHO16_TR_DISP;96;[2016];1
TR10PIMPOT16;96;[2016];1
TR10PPAT16;96;[2016];1
TR10PPEN16_TR_DEC;96;[2016];1
TR10PPEN16_TR_DISP;96;[2016];1
TR10PPFAM16;96;[2016];1
TR10PPLOGT16;96;[2016];1
TR10PPMINI16;96;[2016];1
TR10PPSOC16;96;[2016];1
TR10PTSA16_TR_DEC;96;[2016];1
TR10PTSA16_TR_DISP;96;[2016];1
TR1PACT16_TR_DEC;96;[2016];1
TR1PACT16_TR_DISP;96;[2016];1
TR1PAUT16;96;[2016];1
TR1PBEN16_TR_DEC;96;[2016];1
TR1PBEN16_TR_DISP;96;[2016];1
TR1PCHO16_TR_DEC;96;[2016];1
TR1PCHO16_TR_DISP;96;[2016];1
TR1PIMPOT16;96;[2016];1
TR1PPAT16;96;[2016];1
TR1PPEN16_TR_DEC;96;[2016];1
TR1PPEN16_TR_DISP;96;[2016];1
TR1PPFAM16;96;[2016];1
TR1PPLOGT16;96;[2016];1
TR1PPMINI16;96;[2016];1
TR1PPSOC16;96;[2016];1
TR1PTSA16_TR_DEC;96;[2016];1
TR1PTSA16_TR_DISP;96;[2016];1
TR2PACT16_TR_DEC;96;[2016];1
TR2PACT16_TR_DISP;96;[2016];1
TR2PAUT16;96;[2016];1
TR2PBEN16_TR_DEC;96;[2016];1
TR2PBEN16_TR_DISP;96;[2016];1
TR2PCHO16_TR_DEC;96;[2016];1
TR2PCHO16_TR_DISP;96;[2016];1
TR2PIMPOT16;96;[2016];1
TR2PPAT16;96;[2016];1
TR2PPEN16_TR_DEC;96;[2016];1
TR2PPEN16_TR_DISP;96;[2016];1
TR2PPFAM16;96;[2016];1
TR2PPLOGT16;96;[2016];1
TR2PPMINI16;96;[2016];1
TR2PPSOC16;96;[2016];1
TR2PTSA16_TR_DEC;96;[2016];1
TR2PTSA16_TR_DISP;96;[2016];1
TR3PACT16_TR_DEC;96;[2016];1
TR3PACT16_TR_DISP;96;[2016];1
TR3PAUT16;96;[2016];1
TR3PBEN16_TR_DEC;96;[2016];1
TR3PBEN16_TR_DISP;96;[2016];1
TR3PCHO16_TR_DEC;96;[2016];1
TR3PCHO16_TR_DISP;96;[2016];1
TR3PIMPOT16;96;[2016];1
TR3PPAT16;96;[2016];1
TR3PPEN16_TR_DEC;96;[2016];1
TR3PPEN16_TR_DISP;96;[2016];1
TR3PPFAM16;96;[2016];1
TR3PPLOGT16;96;[2016];1
TR3PPMINI16;96;[2016];1
TR3PPSOC16;96;[2016];1
TR3PTSA16_TR_DEC;96;[2016];1
TR3PTSA16_TR_DISP;96;[2016];1
TR4PACT16_TR_DEC;96;[2016];1
TR4PACT16_TR_DISP;96;[2016];1
TR4PAUT16;96;[2016];1
TR4PBEN16_TR_DEC;96;[2016];1
TR4PBEN16_TR_DISP;96;[2016];1
TR4PCHO16_TR_DEC;96;[2016];1
TR4PCHO16_TR_DISP;96;[2016];1
TR4PIMPOT16;96;[2016];1
TR4PPAT16;96;[2016];1
TR4PPEN16_TR_DEC;96;[2016];1
TR4PPEN16_TR_DISP;96;[2016];1
TR4PPFAM16;96;[2016];1
TR4PPLOGT16;96;[2016];1
TR4PPMINI16;96;[2016];1
TR4PPSOC16;96;[2016];1
TR4PTSA16_TR_DEC;96;[2016];1
TR4PTSA16_TR_DISP;96;[2016];1
TR5PACT16_TR_DEC;96;[2016];1
TR5PACT16_TR_DISP;96;[2016];1
TR5PAUT16;96;[2016];1
TR5PBEN16_TR_DEC;96;[2016];1
TR5PBEN16_TR_DISP;96;[2016];1
TR5PCHO16_TR_DEC;96;[2016];1
TR5PCHO16_TR_DISP;96;[2016];1
TR5PIMPOT16;96;[2016];1
TR5PPAT16;96;[2016];1
TR5PPEN16_TR_DEC;96;[2016];1
TR5PPEN16_TR_DISP;96;[2016];1
TR5PPFAM16;96;[2016];1
TR5PPLOGT16;96;[2016];1
TR5PPMINI16;96;[2016];1
TR5PPSOC16;96;[2016];1
TR5PTSA16_TR_DEC;96;[2016];1
TR5PTSA16_TR_DISP;96;[2016];1
TR6PACT16_TR_DEC;96;[2016];1
TR6PACT16_TR_DISP;96;[2016];1
TR6PAUT16;96;[2016];1
TR6PBEN16_TR_DEC;96;[2016];1
TR6PBEN16_TR_DISP;96;[2016];1
TR6PCHO16_TR_DEC;96;[2016];1
TR6PCHO16_TR_DISP;96;[2016];1
TR6PIMPOT16;96;[2016];1
TR6PPAT16;96;[2016];1
TR6PPEN16_TR_DEC;96;[2016];1
TR6PPEN16_TR_DISP;96;[2016];1
TR6PPFAM16;96;[2016];1
TR6PPLOGT16;96;[2016];1
TR6PPMINI16;96;[2016];1
TR6PPSOC16;96;[2016];1
TR6PTSA16_TR_DEC;96;[2016];1
TR6PTSA16_TR_DISP;96;[2016];1
TR7PACT16_TR_DEC;96;[2016];1
TR7PACT16_TR_DISP;96;[2016];1
TR7PAUT16;96;[2016];1
TR7PBEN16_TR_DEC;96;[2016];1
TR7PBEN16_TR_DISP;96;[2016];1
TR7PCHO16_TR_DEC;96;[2016];1
TR7PCHO16_TR_DISP;96;[2016];1
TR7PIMPOT16;96;[2016];1
TR7PPAT16;96;[2016];1
TR7PPEN16_TR_DEC;96;[2016];1
TR7PPEN16_TR_DISP;96;[2016];1
TR7PPFAM16;96;[2016];1
TR7PPLOGT16;96;[2016];1
TR7PPMINI16;96;[2016];1
TR7PPSOC16;96;[2016];1
TR7PTSA16_TR_DEC;96;[2016];1
TR7PTSA16_TR_DISP;96;[2016];1
TR8PACT16_TR_DEC;96;[2016];1
TR8PACT16_TR_DISP;96;[2016];1
TR8PAUT16;96;[2016];1
TR8PBEN16_TR_DEC;96;[2016];1
TR8PBEN16_TR_DISP;96;[2016];1
TR8PCHO16_TR_DEC;96;[2016];1
TR8PCHO16_TR_DISP;96;[2016];1
TR8PIMPOT16;96;[2016];1
TR8PPAT16;96;[2016];1
TR8PPEN16_TR_DEC;96;[2016];1
TR8PPEN16_TR_DISP;96;[2016];1
TR8PPFAM16;96;[2016];1
TR8PPLOGT16;96;[2016];1
TR8PPMINI16;96;[2016];1
TR8PPSOC16;96;[2016];1
TR8PTSA16_TR_DEC;96;[2016];1
TR8PTSA16_TR_DISP;96;[2016];1
TR9PACT16_TR_DEC;96;[2016];1
TR9PACT16_TR_DISP;96;[2016];1
TR9PAUT16;96;[2016];1
TR9PBEN16_TR_DEC;96;[2016];1
TR9PBEN16_TR_DISP;96;[2016];1
TR9PCHO16_TR_DEC;96;[2016];1
TR9PCHO16_TR_DISP;96;[2016];1
TR9PIMPOT16;96;[2016];1
TR9PPAT16;96;[2016];1
TR9PPEN16_TR_DEC;96;[2016];1
TR9PPEN16_TR_DISP;96;[2016];1
TR9PPFAM16;96;[2016];1
TR9PPLOGT16;96;[2016];1
TR9PPMINI16;96;[2016];1
TR9PPSOC16;96;[2016];1
TR9PTSA16_TR_DEC;96;[2016];1
TR9PTSA16_TR_DISP;96;[2016];1
D117_DEC;96;[2017];1
D117_DISP;96;[2017];1
D217_DEC;96;[2017];1
D217_DISP;96;[2017];1
D317_DEC;96;[2017];1
D317_DISP;96;[2017];1
D417_DEC;96;[2017];1
D417_DISP;96;[2017];1
D617_DEC;96;[2017];1
D617_DISP;96;[2017];1
D717_DEC;96;[2017];1
D717_DISP;96;[2017];1
D817_DEC;96;[2017];1
D817_DISP;96;[2017];1
D917_DEC;96;[2017];1
D917_DISP;96;[2017];1
GI17_DEC;96;[2017];1
GI17_DISP;96;[2017];1
NBMEN17_DEC;96;[2017];1
NBMEN17_DISP;96;[2017];1
NBPERS17_DEC;96;[2017];1
NBPERS17_DISP;96;[2017];1
NBUC17_DEC;96;[2017];1
NBUC17_DISP;96;[2017];1
PACT17_DEC;96;[2017];1
PACT17_DISP;96;[2017];1
PAUT17;96;[2017];1
PBEN17_DEC;96;[2017];1
PBEN17_DISP;96;[2017];1
PCHO17_DEC;96;[2017];1
PCHO17_DISP;96;[2017];1
PIMPOT17;96;[2017];1
PMIMP17;96;[2017];1
PPAT17;96;[2017];1
PPEN17_DEC;96;[2017];1
PPEN17_DISP;96;[2017];1
PPFAM17;96;[2017];1
PPLOGT17;96;[2017];1
PPMINI17;96;[2017];1
PPSOC17;96;[2017];1
PTSA17_DEC;96;[2017];1
PTSA17_DISP;96;[2017];1
Q117_DEC;96;[2017];1
Q117_DISP;96;[2017];1
Q217_DEC;96;[2017];1
Q217_DISP;96;[2017];1
Q317_DEC;96;[2017];1
Q317_DISP;96;[2017];1
S80S2017_DEC;96;[2017];1
S80S2017_DISP;96;[2017];1
TP4017_PAU_DEC;96;[2017];1
TP4017_PAU_DISP;96;[2017];1
TP5017_PAU_DEC;96;[2017];1
TP5017_PAU_DISP;96;[2017];1
TP6017_PAU_DEC;96;[2017];1
TP6017_PAU_DISP;96;[2017];1
TP60IP17_PAU_DEC;96;[2017];1
TP60IP17_PAU_DISP;96;[2017];1
TP60Q217_PAU_DEC;96;[2017];1
TP60Q217_PAU_DISP;96;[2017];1
TR10PACT17_TR_DEC;96;[2017];1
TR10PACT17_TR_DISP;96;[2017];1
TR10PAUT17;96;[2017];1
TR10PBEN17_TR_DEC;96;[2017];1
TR10PBEN17_TR_DISP;96;[2017];1
TR10PCHO17_TR_DEC;96;[2017];1
TR10PCHO17_TR_DISP;96;[2017];1
TR10PIMPOT17;96;[2017];1
TR10PPAT17;96;[2017];1
TR10PPEN17_TR_DEC;96;[2017];1
TR10PPEN17_TR_DISP;96;[2017];1
TR10PPFAM17;96;[2017];1
TR10PPLOGT17;96;[2017];1
TR10PPMINI17;96;[2017];1
TR10PPSOC17;96;[2017];1
TR10PTSA17_TR_DEC;96;[2017];1
TR10PTSA17_TR_DISP;96;[2017];1
TR1PACT17_TR_DEC;96;[2017];1
TR1PACT17_TR_DISP;96;[2017];1
TR1PAUT17;96;[2017];1
TR1PBEN17_TR_DEC;96;[2017];1
TR1PBEN17_TR_DISP;96;[2017];1
TR1PCHO17_TR_DEC;96;[2017];1
TR1PCHO17_TR_DISP;96;[2017];1
TR1PIMPOT17;96;[2017];1
TR1PPAT17;96;[2017];1
TR1PPEN17_TR_DEC;96;[2017];1
TR1PPEN17_TR_DISP;96;[2017];1
TR1PPFAM17;96;[2017];1
TR1PPLOGT17;96;[2017];1
TR1PPMINI17;96;[2017];1
TR1PPSOC17;96;[2017];1
TR1PTSA17_TR_DEC;96;[2017];1
TR1PTSA17_TR_DISP;96;[2017];1
TR2PACT17_TR_DEC;96;[2017];1
TR2PACT17_TR_DISP;96;[2017];1
TR2PAUT17;96;[2017];1
TR2PBEN17_TR_DEC;96;[2017];1
TR2PBEN17_TR_DISP;96;[2017];1
TR2PCHO17_TR_DEC;96;[2017];1
TR2PCHO17_TR_DISP;96;[2017];1
TR2PIMPOT17;96;[2017];1
TR2PPAT17;96;[2017];1
TR2PPEN17_TR_DEC;96;[2017];1
TR2PPEN17_TR_DISP;96;[2017];1
TR2PPFAM17;96;[2017];1
TR2PPLOGT17;96;[2017];1
TR2PPMINI17;96;[2017];1
TR2PPSOC17;96;[2017];1
TR2PTSA17_TR_DEC;96;[2017];1
TR2PTSA17_TR_DISP;96;[2017];1
TR3PACT17_TR_DEC;96;[2017];1
TR3PACT17_TR_DISP;96;[2017];1
TR3PAUT17;96;[2017];1
TR3PBEN17_TR_DEC;96;[2017];1
TR3PBEN17_TR_DISP;96;[2017];1
TR3PCHO17_TR_DEC;96;[2017];1
TR3PCHO17_TR_DISP;96;[2017];1
TR3PIMPOT17;96;[2017];1
TR3PPAT17;96;[2017];1
TR3PPEN17_TR_DEC;96;[2017];1
TR3PPEN17_TR_DISP;96;[2017];1
TR3PPFAM17;96;[2017];1
TR3PPLOGT17;96;[2017];1
TR3PPMINI17;96;[2017];1
TR3PPSOC17;96;[2017];1
TR3PTSA17_TR_DEC;96;[2017];1
TR3PTSA17_TR_DISP;96;[2017];1
TR4PACT17_TR_DEC;96;[2017];1
TR4PACT17_TR_DISP;96;[2017];1
TR4PAUT17;96;[2017];1
TR4PBEN17_TR_DEC;96;[2017];1
TR4PBEN17_TR_DISP;96;[2017];1
TR4PCHO17_TR_DEC;96;[2017];1
TR4PCHO17_TR_DISP;96;[2017];1
TR4PIMPOT17;96;[2017];1
TR4PPAT17;96;[2017];1
TR4PPEN17_TR_DEC;96;[2017];1
TR4PPEN17_TR_DISP;96;[2017];1
TR4PPFAM17;96;[2017];1
TR4PPLOGT17;96;[2017];1
TR4PPMINI17;96;[2017];1
TR4PPSOC17;96;[2017];1
TR4PTSA17_TR_DEC;96;[2017];1
TR4PTSA17_TR_DISP;96;[2017];1
TR5PACT17_TR_DEC;96;[2017];1
TR5PACT17_TR_DISP;96;[2017];1
TR5PAUT17;96;[2017];1
TR5PBEN17_TR_DEC;96;[2017];1
TR5PBEN17_TR_DISP;96;[2017];1
TR5PCHO17_TR_DEC;96;[2017];1
TR5PCHO17_TR_DISP;96;[2017];1
TR5PIMPOT17;96;[2017];1
TR5PPAT17;96;[2017];1
TR5PPEN17_TR_DEC;96;[2017];1
TR5PPEN17_TR_DISP;96;[2017];1
TR5PPFAM17;96;[2017];1
TR5PPLOGT17;96;[2017];1
TR5PPMINI17;96;[2017];1
TR5PPSOC17;96;[2017];1
TR5PTSA17_TR_DEC;96;[2017];1
TR5PTSA17_TR_DISP;96;[2017];1
TR6PACT17_TR_DEC;96;[2017];1
TR6PACT17_TR_DISP;96;[2017];1
TR6PAUT17;96;[2017];1
TR6PBEN17_TR_DEC;96;[2017];1
TR6PBEN17_TR_DISP;96;[2017];1
TR6PCHO17_TR_DEC;96;[2017];1
TR6PCHO17_TR_DISP;96;[2017];1
TR6PIMPOT17;96;[2017];1
TR6PPAT17;96;[2017];1
TR6PPEN17_TR_DEC;96;[2017];1
TR6PPEN17_TR_DISP;96;[2017];1
TR6PPFAM17;96;[2017];1
TR6PPLOGT17;96;[2017];1
TR6PPMINI17;96;[2017];1
TR6PPSOC17;96;[2017];1
TR6PTSA17_TR_DEC;96;[2017];1
TR6PTSA17_TR_DISP;96;[2017];1
TR7PACT17_TR_DEC;96;[2017];1
TR7PACT17_TR_DISP;96;[2017];1
TR7PAUT17;96;[2017];1
TR7PBEN17_TR_DEC;96;[2017];1
TR7PBEN17_TR_DISP;96;[2017];1
TR7PCHO17_TR_DEC;96;[2017];1
TR7PCHO17_TR_DISP;96;[2017];1
TR7PIMPOT17;96;[2017];1
TR7PPAT17;96;[2017];1
TR7PPEN17_TR_DEC;96;[2017];1
TR7PPEN17_TR_DISP;96;[2017];1
TR7PPFAM17;96;[2017];1
TR7PPLOGT17;96;[2017];1
TR7PPMINI17;96;[2017];1
TR7PPSOC17;96;[2017];1
TR7PTSA17_TR_DEC;96;[2017];1
TR7PTSA17_TR_DISP;96;[2017];1
TR8PACT17_TR_DEC;96;[2017];1
TR8PACT17_TR_DISP;96;[2017];1
TR8PAUT17;96;[2017];1
TR8PBEN17_TR_DEC;96;[2017];1
TR8PBEN17_TR_DISP;96;[2017];1
TR8PCHO17_TR_DEC;96;[2017];1
TR8PCHO17_TR_DISP;96;[2017];1
TR8PIMPOT17;96;[2017];1
TR8PPAT17;96;[2017];1
TR8PPEN17_TR_DEC;96;[2017];1
TR8PPEN17_TR_DISP;96;[2017];1
TR8PPFAM17;96;[2017];1
TR8PPLOGT17;96;[2017];1
TR8PPMINI17;96;[2017];1
TR8PPSOC17;96;[2017];1
TR8PTSA17_TR_DEC;96;[2017];1
TR8PTSA17_TR_DISP;96;[2017];1
TR9PACT17_TR_DEC;96;[2017];1
TR9PACT17_TR_DISP;96;[2017];1
TR9PAUT17;96;[2017];1
TR9PBEN17_TR_DEC;96;[2017];1
TR9PBEN17_TR_DISP;96;[2017];1
TR9PCHO17_TR_DEC;96;[2017];1
TR9PCHO17_TR_DISP;96;[2017];1
TR9PIMPOT17;96;[2017];1
TR9PPAT17;96;[2017];1
TR9PPEN17_TR_DEC;96;[2017];1
TR9PPEN17_TR_DISP;96;[2017];1
TR9PPFAM17;96;[2017];1
TR9PPLOGT17;96;[2017];1
TR9PPMINI17;96;[2017];1
TR9PPSOC17;96;[2017];1
TR9PTSA17_TR_DEC;96;[2017];1
TR9PTSA17_TR_DISP;96;[2017];1
AGE1D118_DEC;96;[2018];1
AGE1D118_DISP;96;[2018];1
AGE1D218_DEC;96;[2018];1
AGE1D218_DISP;96;[2018];1
AGE1D318_DEC;96;[2018];1
AGE1D318_DISP;96;[2018];1
AGE1D418_DEC;96;[2018];1
AGE1D418_DISP;96;[2018];1
AGE1D618_DEC;96;[2018];1
AGE1D618_DISP;96;[2018];1
AGE1D718_DEC;96;[2018];1
AGE1D718_DISP;96;[2018];1
AGE1D818_DEC;96;[2018];1
AGE1D818_DISP;96;[2018];1
AGE1D918_DEC;96;[2018];1
AGE1D918_DISP;96;[2018];1
AGE1GI18_DEC;96;[2018];1
AGE1GI18_DISP;96;[2018];1
AGE1PACT18_DEC;96;[2018];1
AGE1PACT18_DISP;96;[2018];1
AGE1PAUT18;96;[2018];1
AGE1PBEN18_DEC;96;[2018];1
AGE1PBEN18_DISP;96;[2018];1
AGE1PCHO18_DEC;96;[2018];1
AGE1PCHO18_DISP;96;[2018];1
AGE1PIMPOT18;96;[2018];1
AGE1PPAT18;96;[2018];1
AGE1PPEN18_DEC;96;[2018];1
AGE1PPEN18_DISP;96;[2018];1
AGE1PPFAM18;96;[2018];1
AGE1PPLOGT18;96;[2018];1
AGE1PPMINI18;96;[2018];1
AGE1PPSOC18;96;[2018];1
AGE1PTSA18_DEC;96;[2018];1
AGE1PTSA18_DISP;96;[2018];1
AGE1Q118_DEC;96;[2018];1
AGE1Q118_DISP;96;[2018];1
AGE1Q218_DEC;96;[2018];1
AGE1Q218_DISP;96;[2018];1
AGE1Q318_DEC;96;[2018];1
AGE1Q318_DISP;96;[2018];1
AGE1Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
AGE1Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
AGE1RD_DEC;382;[2018, 2019, 2020, 2021];4
AGE1RD_DISP;384;[2018, 2019, 2020, 2021];4
AGE1S80S2018_DEC;96;[2018];1
AGE1S80S2018_DISP;96;[2018];1
AGE1TP4018_PAU_DEC;96;[2018];1
AGE1TP4018_PAU_DISP;96;[2018];1
AGE1TP5018_PAU_DEC;96;[2018];1
AGE1TP5018_PAU_DISP;96;[2018];1
AGE1TP6018_PAU_DEC;96;[2018];1
AGE1TP6018_PAU_DISP;96;[2018];1
AGE1TP60IP18_PAU_DEC;96;[2018];1
AGE1TP60IP18_PAU_DISP;96;[2018];1
AGE1TP60Q218_PAU_DEC;96;[2018];1
AGE1TP60Q218_PAU_DISP;96;[2018];1
AGE2D118_DEC;96;[2018];1
AGE2D118_DISP;96;[2018];1
AGE2D218_DEC;96;[2018];1
AGE2D218_DISP;96;[2018];1
AGE2D318_DEC;96;[2018];1
AGE2D318_DISP;96;[2018];1
AGE2D418_DEC;96;[2018];1
AGE2D418_DISP;96;[2018];1
AGE2D618_DEC;96;[2018];1
AGE2D618_DISP;96;[2018];1
AGE2D718_DEC;96;[2018];1
AGE2D718_DISP;96;[2018];1
AGE2D818_DEC;96;[2018];1
AGE2D818_DISP;96;[2018];1
AGE2D918_DEC;96;[2018];1
AGE2D918_DISP;96;[2018];1
AGE2GI18_DEC;96;[2018];1
AGE2GI18_DISP;96;[2018];1
AGE2PACT18_DEC;96;[2018];1
AGE2PACT18_DISP;96;[2018];1
AGE2PAUT18;96;[2018];1
AGE2PBEN18_DEC;96;[2018];1
AGE2PBEN18_DISP;96;[2018];1
AGE2PCHO18_DEC;96;[2018];1
AGE2PCHO18_DISP;96;[2018];1
AGE2PIMPOT18;96;[2018];1
AGE2PPAT18;96;[2018];1
AGE2PPEN18_DEC;96;[2018];1
AGE2PPEN18_DISP;96;[2018];1
AGE2PPFAM18;96;[2018];1
AGE2PPLOGT18;96;[2018];1
AGE2PPMINI18;96;[2018];1
AGE2PPSOC18;96;[2018];1
AGE2PTSA18_DEC;96;[2018];1
AGE2PTSA18_DISP;96;[2018];1
AGE2Q118_DEC;96;[2018];1
AGE2Q118_DISP;96;[2018];1
AGE2Q218_DEC;96;[2018];1
AGE2Q218_DISP;96;[2018];1
AGE2Q318_DEC;96;[2018];1
AGE2Q318_DISP;96;[2018];1
AGE2Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
AGE2Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
AGE2RD_DEC;384;[2018, 2019, 2020, 2021];4
AGE2RD_DISP;384;[2018, 2019, 2020, 2021];4
AGE2S80S2018_DEC;96;[2018];1
AGE2S80S2018_DISP;96;[2018];1
AGE2TP4018_PAU_DEC;96;[2018];1
AGE2TP4018_PAU_DISP;96;[2018];1
AGE2TP5018_PAU_DEC;96;[2018];1
AGE2TP5018_PAU_DISP;96;[2018];1
AGE2TP6018_PAU_DEC;96;[2018];1
AGE2TP6018_PAU_DISP;96;[2018];1
AGE2TP60IP18_PAU_DEC;96;[2018];1
