column_name;total_non_null;years_with_data;n_years
TME5D619_DEC;96;[2019];1
TME5D619_DISP;96;[2019];1
TME5D719_DEC;96;[2019];1
TME5D719_DISP;96;[2019];1
TME5D819_DEC;96;[2019];1
TME5D819_DISP;96;[2019];1
TME5D919_DEC;96;[2019];1
TME5D919_DISP;96;[2019];1
TME5GI19_DEC;96;[2019];1
TME5GI19_DISP;96;[2019];1
TME5PACT19_DEC;96;[2019];1
TME5PACT19_DISP;96;[2019];1
TME5PAUT19;96;[2019];1
TME5PBEN19_DEC;96;[2019];1
TME5PBEN19_DISP;96;[2019];1
TME5PCHO19_DEC;96;[2019];1
TME5PCHO19_DISP;96;[2019];1
TME5PIMPOT19;96;[2019];1
TME5PPAT19;96;[2019];1
TME5PPEN19_DEC;96;[2019];1
TME5PPEN19_DISP;96;[2019];1
TME5PPFAM19;96;[2019];1
TME5PPLOGT19;96;[2019];1
TME5PPMINI19;96;[2019];1
TME5PPSOC19;96;[2019];1
TME5PTSA19_DEC;96;[2019];1
TME5PTSA19_DISP;96;[2019];1
TME5Q119_DEC;96;[2019];1
TME5Q119_DISP;96;[2019];1
TME5Q219_DEC;96;[2019];1
TME5Q219_DISP;96;[2019];1
TME5Q319_DEC;96;[2019];1
TME5Q319_DISP;96;[2019];1
TME5S80S2019_DEC;96;[2019];1
TME5S80S2019_DISP;96;[2019];1
TME5TP4019_PAU_DEC;96;[2019];1
TME5TP4019_PAU_DISP;96;[2019];1
TME5TP5019_PAU_DEC;96;[2019];1
TME5TP5019_PAU_DISP;96;[2019];1
TME5TP6019_PAU_DEC;96;[2019];1
TME5TP6019_PAU_DISP;96;[2019];1
TME5TP60IP19_PAU_DEC;96;[2019];1
TME5TP60IP19_PAU_DISP;96;[2019];1
TME5TP60Q219_PAU_DEC;96;[2019];1
TME5TP60Q219_PAU_DISP;96;[2019];1
TOL1D119_DEC;96;[2019];1
TOL1D119_DISP;96;[2019];1
TOL1D219_DEC;96;[2019];1
TOL1D219_DISP;96;[2019];1
TOL1D319_DEC;96;[2019];1
TOL1D319_DISP;96;[2019];1
TOL1D419_DEC;96;[2019];1
TOL1D419_DISP;96;[2019];1
TOL1D619_DEC;96;[2019];1
TOL1D619_DISP;96;[2019];1
TOL1D719_DEC;96;[2019];1
TOL1D719_DISP;96;[2019];1
TOL1D819_DEC;96;[2019];1
TOL1D819_DISP;96;[2019];1
TOL1D919_DEC;96;[2019];1
TOL1D919_DISP;96;[2019];1
TOL1GI19_DEC;96;[2019];1
TOL1GI19_DISP;96;[2019];1
TOL1PACT19_DEC;96;[2019];1
TOL1PACT19_DISP;96;[2019];1
TOL1PAUT19;96;[2019];1
TOL1PBEN19_DEC;96;[2019];1
TOL1PBEN19_DISP;96;[2019];1
TOL1PCHO19_DEC;96;[2019];1
TOL1PCHO19_DISP;96;[2019];1
TOL1PIMPOT19;96;[2019];1
TOL1PPAT19;96;[2019];1
TOL1PPEN19_DEC;96;[2019];1
TOL1PPEN19_DISP;96;[2019];1
TOL1PPFAM19;96;[2019];1
TOL1PPLOGT19;96;[2019];1
TOL1PPMINI19;96;[2019];1
TOL1PPSOC19;96;[2019];1
TOL1PTSA19_DEC;96;[2019];1
TOL1PTSA19_DISP;96;[2019];1
TOL1Q119_DEC;96;[2019];1
TOL1Q119_DISP;96;[2019];1
TOL1Q219_DEC;96;[2019];1
TOL1Q219_DISP;96;[2019];1
TOL1Q319_DEC;96;[2019];1
TOL1Q319_DISP;96;[2019];1
TOL1S80S2019_DEC;96;[2019];1
TOL1S80S2019_DISP;96;[2019];1
TOL1TP4019_PAU_DEC;96;[2019];1
TOL1TP4019_PAU_DISP;96;[2019];1
TOL1TP5019_PAU_DEC;96;[2019];1
TOL1TP5019_PAU_DISP;96;[2019];1
TOL1TP6019_PAU_DEC;96;[2019];1
TOL1TP6019_PAU_DISP;96;[2019];1
TOL1TP60IP19_PAU_DEC;96;[2019];1
TOL1TP60IP19_PAU_DISP;96;[2019];1
TOL1TP60Q219_PAU_DEC;96;[2019];1
TOL1TP60Q219_PAU_DISP;96;[2019];1
TOL2D119_DEC;96;[2019];1
TOL2D119_DISP;96;[2019];1
TOL2D219_DEC;96;[2019];1
TOL2D219_DISP;96;[2019];1
TOL2D319_DEC;96;[2019];1
TOL2D319_DISP;96;[2019];1
TOL2D419_DEC;96;[2019];1
TOL2D419_DISP;96;[2019];1
TOL2D619_DEC;96;[2019];1
TOL2D619_DISP;96;[2019];1
TOL2D719_DEC;96;[2019];1
TOL2D719_DISP;96;[2019];1
TOL2D819_DEC;96;[2019];1
TOL2D819_DISP;96;[2019];1
TOL2D919_DEC;96;[2019];1
TOL2D919_DISP;96;[2019];1
TOL2GI19_DEC;96;[2019];1
TOL2GI19_DISP;96;[2019];1
TOL2PACT19_DEC;96;[2019];1
TOL2PACT19_DISP;96;[2019];1
TOL2PAUT19;96;[2019];1
TOL2PBEN19_DEC;96;[2019];1
TOL2PBEN19_DISP;96;[2019];1
TOL2PCHO19_DEC;96;[2019];1
TOL2PCHO19_DISP;96;[2019];1
TOL2PIMPOT19;96;[2019];1
TOL2PPAT19;96;[2019];1
TOL2PPEN19_DEC;96;[2019];1
TOL2PPEN19_DISP;96;[2019];1
TOL2PPFAM19;96;[2019];1
TOL2PPLOGT19;96;[2019];1
TOL2PPMINI19;96;[2019];1
TOL2PPSOC19;96;[2019];1
TOL2PTSA19_DEC;96;[2019];1
TOL2PTSA19_DISP;96;[2019];1
TOL2Q119_DEC;96;[2019];1
TOL2Q119_DISP;96;[2019];1
TOL2Q219_DEC;96;[2019];1
TOL2Q219_DISP;96;[2019];1
TOL2Q319_DEC;96;[2019];1
TOL2Q319_DISP;96;[2019];1
TOL2S80S2019_DEC;96;[2019];1
TOL2S80S2019_DISP;96;[2019];1
TOL2TP4019_PAU_DEC;96;[2019];1
TOL2TP4019_PAU_DISP;96;[2019];1
TOL2TP5019_PAU_DEC;96;[2019];1
TOL2TP5019_PAU_DISP;96;[2019];1
TOL2TP6019_PAU_DEC;96;[2019];1
TOL2TP6019_PAU_DISP;96;[2019];1
TOL2TP60IP19_PAU_DEC;96;[2019];1
TOL2TP60IP19_PAU_DISP;96;[2019];1
TOL2TP60Q219_PAU_DEC;96;[2019];1
TOL2TP60Q219_PAU_DISP;96;[2019];1
TP4019_PAU_DEC;96;[2019];1
TP4019_PAU_DISP;96;[2019];1
TP5019_PAU_DEC;96;[2019];1
TP5019_PAU_DISP;96;[2019];1
TP6019_PAU_DEC;96;[2019];1
TP6019_PAU_DISP;96;[2019];1
TP60IP19_PAU_DEC;96;[2019];1
TP60IP19_PAU_DISP;96;[2019];1
TP60Q219_PAU_DEC;96;[2019];1
TP60Q219_PAU_DISP;96;[2019];1
TR10PACT19_TR_DEC;96;[2019];1
TR10PACT19_TR_DISP;96;[2019];1
TR10PAUT19;96;[2019];1
TR10PBEN19_TR_DEC;96;[2019];1
TR10PBEN19_TR_DISP;96;[2019];1
TR10PCHO19_TR_DEC;96;[2019];1
TR10PCHO19_TR_DISP;96;[2019];1
TR10PIMPOT19;96;[2019];1
TR10PPAT19;96;[2019];1
TR10PPEN19_TR_DEC;96;[2019];1
TR10PPEN19_TR_DISP;96;[2019];1
TR10PPFAM19;96;[2019];1
TR10PPLOGT19;96;[2019];1
TR10PPMINI19;96;[2019];1
TR10PPSOC19;96;[2019];1
TR10PTSA19_TR_DEC;96;[2019];1
TR10PTSA19_TR_DISP;96;[2019];1
TR1PACT19_TR_DEC;96;[2019];1
TR1PACT19_TR_DISP;96;[2019];1
TR1PAUT19;96;[2019];1
TR1PBEN19_TR_DEC;96;[2019];1
TR1PBEN19_TR_DISP;96;[2019];1
TR1PCHO19_TR_DEC;96;[2019];1
TR1PCHO19_TR_DISP;96;[2019];1
TR1PIMPOT19;96;[2019];1
TR1PPAT19;96;[2019];1
TR1PPEN19_TR_DEC;96;[2019];1
TR1PPEN19_TR_DISP;96;[2019];1
TR1PPFAM19;96;[2019];1
TR1PPLOGT19;96;[2019];1
TR1PPMINI19;96;[2019];1
TR1PPSOC19;96;[2019];1
TR1PTSA19_TR_DEC;96;[2019];1
TR1PTSA19_TR_DISP;96;[2019];1
TR2PACT19_TR_DEC;96;[2019];1
TR2PACT19_TR_DISP;96;[2019];1
TR2PAUT19;96;[2019];1
TR2PBEN19_TR_DEC;96;[2019];1
TR2PBEN19_TR_DISP;96;[2019];1
TR2PCHO19_TR_DEC;96;[2019];1
TR2PCHO19_TR_DISP;96;[2019];1
TR2PIMPOT19;96;[2019];1
TR2PPAT19;96;[2019];1
TR2PPEN19_TR_DEC;96;[2019];1
TR2PPEN19_TR_DISP;96;[2019];1
TR2PPFAM19;96;[2019];1
TR2PPLOGT19;96;[2019];1
TR2PPMINI19;96;[2019];1
TR2PPSOC19;96;[2019];1
TR2PTSA19_TR_DEC;96;[2019];1
TR2PTSA19_TR_DISP;96;[2019];1
TR3PACT19_TR_DEC;96;[2019];1
TR3PACT19_TR_DISP;96;[2019];1
TR3PAUT19;96;[2019];1
TR3PBEN19_TR_DEC;96;[2019];1
TR3PBEN19_TR_DISP;96;[2019];1
TR3PCHO19_TR_DEC;96;[2019];1
TR3PCHO19_TR_DISP;96;[2019];1
TR3PIMPOT19;96;[2019];1
TR3PPAT19;96;[2019];1
TR3PPEN19_TR_DEC;96;[2019];1
TR3PPEN19_TR_DISP;96;[2019];1
TR3PPFAM19;96;[2019];1
TR3PPLOGT19;96;[2019];1
TR3PPMINI19;96;[2019];1
TR3PPSOC19;96;[2019];1
TR3PTSA19_TR_DEC;96;[2019];1
TR3PTSA19_TR_DISP;96;[2019];1
TR4PACT19_TR_DEC;96;[2019];1
TR4PACT19_TR_DISP;96;[2019];1
TR4PAUT19;96;[2019];1
TR4PBEN19_TR_DEC;96;[2019];1
TR4PBEN19_TR_DISP;96;[2019];1
TR4PCHO19_TR_DEC;96;[2019];1
TR4PCHO19_TR_DISP;96;[2019];1
TR4PIMPOT19;96;[2019];1
TR4PPAT19;96;[2019];1
TR4PPEN19_TR_DEC;96;[2019];1
TR4PPEN19_TR_DISP;96;[2019];1
TR4PPFAM19;96;[2019];1
TR4PPLOGT19;96;[2019];1
TR4PPMINI19;96;[2019];1
TR4PPSOC19;96;[2019];1
TR4PTSA19_TR_DEC;96;[2019];1
TR4PTSA19_TR_DISP;96;[2019];1
TR5PACT19_TR_DEC;96;[2019];1
TR5PACT19_TR_DISP;96;[2019];1
TR5PAUT19;96;[2019];1
TR5PBEN19_TR_DEC;96;[2019];1
TR5PBEN19_TR_DISP;96;[2019];1
TR5PCHO19_TR_DEC;96;[2019];1
TR5PCHO19_TR_DISP;96;[2019];1
TR5PIMPOT19;96;[2019];1
TR5PPAT19;96;[2019];1
TR5PPEN19_TR_DEC;96;[2019];1
TR5PPEN19_TR_DISP;96;[2019];1
TR5PPFAM19;96;[2019];1
TR5PPLOGT19;96;[2019];1
TR5PPMINI19;96;[2019];1
TR5PPSOC19;96;[2019];1
TR5PTSA19_TR_DEC;96;[2019];1
TR5PTSA19_TR_DISP;96;[2019];1
TR6PACT19_TR_DEC;96;[2019];1
TR6PACT19_TR_DISP;96;[2019];1
TR6PAUT19;96;[2019];1
TR6PBEN19_TR_DEC;96;[2019];1
TR6PBEN19_TR_DISP;96;[2019];1
TR6PCHO19_TR_DEC;96;[2019];1
TR6PCHO19_TR_DISP;96;[2019];1
TR6PIMPOT19;96;[2019];1
TR6PPAT19;96;[2019];1
TR6PPEN19_TR_DEC;96;[2019];1
TR6PPEN19_TR_DISP;96;[2019];1
TR6PPFAM19;96;[2019];1
TR6PPLOGT19;96;[2019];1
TR6PPMINI19;96;[2019];1
TR6PPSOC19;96;[2019];1
TR6PTSA19_TR_DEC;96;[2019];1
TR6PTSA19_TR_DISP;96;[2019];1
TR7PACT19_TR_DEC;96;[2019];1
TR7PACT19_TR_DISP;96;[2019];1
TR7PAUT19;96;[2019];1
TR7PBEN19_TR_DEC;96;[2019];1
TR7PBEN19_TR_DISP;96;[2019];1
TR7PCHO19_TR_DEC;96;[2019];1
TR7PCHO19_TR_DISP;96;[2019];1
TR7PIMPOT19;96;[2019];1
TR7PPAT19;96;[2019];1
TR7PPEN19_TR_DEC;96;[2019];1
TR7PPEN19_TR_DISP;96;[2019];1
TR7PPFAM19;96;[2019];1
TR7PPLOGT19;96;[2019];1
TR7PPMINI19;96;[2019];1
TR7PPSOC19;96;[2019];1
TR7PTSA19_TR_DEC;96;[2019];1
TR7PTSA19_TR_DISP;96;[2019];1
TR8PACT19_TR_DEC;96;[2019];1
TR8PACT19_TR_DISP;96;[2019];1
TR8PAUT19;96;[2019];1
TR8PBEN19_TR_DEC;96;[2019];1
TR8PBEN19_TR_DISP;96;[2019];1
TR8PCHO19_TR_DEC;96;[2019];1
TR8PCHO19_TR_DISP;96;[2019];1
TR8PIMPOT19;96;[2019];1
TR8PPAT19;96;[2019];1
TR8PPEN19_TR_DEC;96;[2019];1
TR8PPEN19_TR_DISP;96;[2019];1
TR8PPFAM19;96;[2019];1
TR8PPLOGT19;96;[2019];1
TR8PPMINI19;96;[2019];1
TR8PPSOC19;96;[2019];1
TR8PTSA19_TR_DEC;96;[2019];1
TR8PTSA19_TR_DISP;96;[2019];1
TR9PACT19_TR_DEC;96;[2019];1
TR9PACT19_TR_DISP;96;[2019];1
TR9PAUT19;96;[2019];1
TR9PBEN19_TR_DEC;96;[2019];1
TR9PBEN19_TR_DISP;96;[2019];1
TR9PCHO19_TR_DEC;96;[2019];1
TR9PCHO19_TR_DISP;96;[2019];1
TR9PIMPOT19;96;[2019];1
TR9PPAT19;96;[2019];1
TR9PPEN19_TR_DEC;96;[2019];1
TR9PPEN19_TR_DISP;96;[2019];1
TR9PPFAM19;96;[2019];1
TR9PPLOGT19;96;[2019];1
TR9PPMINI19;96;[2019];1
TR9PPSOC19;96;[2019];1
TR9PTSA19_TR_DEC;96;[2019];1
TR9PTSA19_TR_DISP;96;[2019];1
TYM1D119_DEC;96;[2019];1
TYM1D119_DISP;96;[2019];1
TYM1D219_DEC;96;[2019];1
TYM1D219_DISP;96;[2019];1
TYM1D319_DEC;96;[2019];1
TYM1D319_DISP;96;[2019];1
TYM1D419_DEC;96;[2019];1
TYM1D419_DISP;96;[2019];1
TYM1D619_DEC;96;[2019];1
TYM1D619_DISP;96;[2019];1
TYM1D719_DEC;96;[2019];1
TYM1D719_DISP;96;[2019];1
TYM1D819_DEC;96;[2019];1
TYM1D819_DISP;96;[2019];1
TYM1D919_DEC;96;[2019];1
TYM1D919_DISP;96;[2019];1
TYM1GI19_DEC;96;[2019];1
TYM1GI19_DISP;96;[2019];1
TYM1PACT19_DEC;96;[2019];1
TYM1PACT19_DISP;96;[2019];1
TYM1PAUT19;96;[2019];1
TYM1PBEN19_DEC;96;[2019];1
TYM1PBEN19_DISP;96;[2019];1
TYM1PCHO19_DEC;96;[2019];1
TYM1PCHO19_DISP;96;[2019];1
TYM1PIMPOT19;96;[2019];1
TYM1PPAT19;96;[2019];1
TYM1PPEN19_DEC;96;[2019];1
TYM1PPEN19_DISP;96;[2019];1
TYM1PPFAM19;96;[2019];1
TYM1PPLOGT19;96;[2019];1
TYM1PPMINI19;96;[2019];1
TYM1PPSOC19;96;[2019];1
TYM1PTSA19_DEC;96;[2019];1
TYM1PTSA19_DISP;96;[2019];1
TYM1Q119_DEC;96;[2019];1
TYM1Q119_DISP;96;[2019];1
TYM1Q219_DEC;96;[2019];1
TYM1Q219_DISP;96;[2019];1
TYM1Q319_DEC;96;[2019];1
TYM1Q319_DISP;96;[2019];1
TYM1S80S2019_DEC;96;[2019];1
TYM1S80S2019_DISP;96;[2019];1
TYM1TP4019_PAU_DEC;96;[2019];1
TYM1TP4019_PAU_DISP;96;[2019];1
TYM1TP5019_PAU_DEC;96;[2019];1
TYM1TP5019_PAU_DISP;96;[2019];1
TYM1TP6019_PAU_DEC;96;[2019];1
TYM1TP6019_PAU_DISP;96;[2019];1
TYM1TP60IP19_PAU_DEC;96;[2019];1
TYM1TP60IP19_PAU_DISP;96;[2019];1
TYM1TP60Q219_PAU_DEC;96;[2019];1
TYM1TP60Q219_PAU_DISP;96;[2019];1
TYM2D119_DEC;96;[2019];1
TYM2D119_DISP;96;[2019];1
TYM2D219_DEC;96;[2019];1
TYM2D219_DISP;96;[2019];1
TYM2D319_DEC;96;[2019];1
TYM2D319_DISP;96;[2019];1
TYM2D419_DEC;96;[2019];1
TYM2D419_DISP;96;[2019];1
TYM2D619_DEC;96;[2019];1
TYM2D619_DISP;96;[2019];1
TYM2D719_DEC;96;[2019];1
TYM2D719_DISP;96;[2019];1
TYM2D819_DEC;96;[2019];1
TYM2D819_DISP;96;[2019];1
TYM2D919_DEC;96;[2019];1
TYM2D919_DISP;96;[2019];1
TYM2GI19_DEC;96;[2019];1
TYM2GI19_DISP;96;[2019];1
TYM2PACT19_DEC;96;[2019];1
TYM2PACT19_DISP;96;[2019];1
TYM2PAUT19;96;[2019];1
TYM2PBEN19_DEC;96;[2019];1
TYM2PBEN19_DISP;96;[2019];1
TYM2PCHO19_DEC;96;[2019];1
TYM2PCHO19_DISP;96;[2019];1
TYM2PIMPOT19;96;[2019];1
TYM2PPAT19;96;[2019];1
TYM2PPEN19_DEC;96;[2019];1
TYM2PPEN19_DISP;96;[2019];1
TYM2PPFAM19;96;[2019];1
TYM2PPLOGT19;96;[2019];1
TYM2PPMINI19;96;[2019];1
TYM2PPSOC19;96;[2019];1
TYM2PTSA19_DEC;96;[2019];1
TYM2PTSA19_DISP;96;[2019];1
TYM2Q119_DEC;96;[2019];1
TYM2Q119_DISP;96;[2019];1
TYM2Q219_DEC;96;[2019];1
TYM2Q219_DISP;96;[2019];1
TYM2Q319_DEC;96;[2019];1
TYM2Q319_DISP;96;[2019];1
TYM2S80S2019_DEC;96;[2019];1
TYM2S80S2019_DISP;96;[2019];1
TYM2TP4019_PAU_DEC;96;[2019];1
TYM2TP4019_PAU_DISP;96;[2019];1
TYM2TP5019_PAU_DEC;96;[2019];1
TYM2TP5019_PAU_DISP;96;[2019];1
TYM2TP6019_PAU_DEC;96;[2019];1
TYM2TP6019_PAU_DISP;96;[2019];1
TYM2TP60IP19_PAU_DEC;96;[2019];1
TYM2TP60IP19_PAU_DISP;96;[2019];1
TYM2TP60Q219_PAU_DEC;96;[2019];1
TYM2TP60Q219_PAU_DISP;96;[2019];1
TYM3D119_DEC;96;[2019];1
TYM3D119_DISP;96;[2019];1
TYM3D219_DEC;96;[2019];1
TYM3D219_DISP;96;[2019];1
TYM3D319_DEC;96;[2019];1
TYM3D319_DISP;96;[2019];1
TYM3D419_DEC;96;[2019];1
TYM3D419_DISP;96;[2019];1
TYM3D619_DEC;96;[2019];1
TYM3D619_DISP;96;[2019];1
TYM3D719_DEC;96;[2019];1
TYM3D719_DISP;96;[2019];1
TYM3D819_DEC;96;[2019];1
TYM3D819_DISP;96;[2019];1
TYM3D919_DEC;96;[2019];1
TYM3D919_DISP;96;[2019];1
TYM3GI19_DEC;96;[2019];1
TYM3GI19_DISP;96;[2019];1
TYM3PACT19_DEC;96;[2019];1
TYM3PACT19_DISP;96;[2019];1
TYM3PAUT19;96;[2019];1
TYM3PBEN19_DEC;96;[2019];1
TYM3PBEN19_DISP;96;[2019];1
TYM3PCHO19_DEC;96;[2019];1
TYM3PCHO19_DISP;96;[2019];1
TYM3PIMPOT19;96;[2019];1
TYM3PPAT19;96;[2019];1
TYM3PPEN19_DEC;96;[2019];1
TYM3PPEN19_DISP;96;[2019];1
TYM3PPFAM19;96;[2019];1
TYM3PPLOGT19;96;[2019];1
TYM3PPMINI19;96;[2019];1
TYM3PPSOC19;96;[2019];1
TYM3PTSA19_DEC;96;[2019];1
TYM3PTSA19_DISP;96;[2019];1
TYM3Q119_DEC;96;[2019];1
TYM3Q119_DISP;96;[2019];1
TYM3Q219_DEC;96;[2019];1
TYM3Q219_DISP;96;[2019];1
TYM3Q319_DEC;96;[2019];1
TYM3Q319_DISP;96;[2019];1
TYM3S80S2019_DEC;96;[2019];1
TYM3S80S2019_DISP;96;[2019];1
TYM3TP4019_PAU_DEC;96;[2019];1
TYM3TP4019_PAU_DISP;96;[2019];1
TYM3TP5019_PAU_DEC;96;[2019];1
TYM3TP5019_PAU_DISP;96;[2019];1
TYM3TP6019_PAU_DEC;96;[2019];1
TYM3TP6019_PAU_DISP;96;[2019];1
TYM3TP60IP19_PAU_DEC;96;[2019];1
TYM3TP60IP19_PAU_DISP;96;[2019];1
TYM3TP60Q219_PAU_DEC;96;[2019];1
TYM3TP60Q219_PAU_DISP;96;[2019];1
TYM4D119_DEC;96;[2019];1
TYM4D119_DISP;96;[2019];1
TYM4D219_DEC;96;[2019];1
TYM4D219_DISP;96;[2019];1
TYM4D319_DEC;96;[2019];1
TYM4D319_DISP;96;[2019];1
TYM4D419_DEC;96;[2019];1
TYM4D419_DISP;96;[2019];1
TYM4D619_DEC;96;[2019];1
TYM4D619_DISP;96;[2019];1
TYM4D719_DEC;96;[2019];1
TYM4D719_DISP;96;[2019];1
TYM4D819_DEC;96;[2019];1
TYM4D819_DISP;96;[2019];1
TYM4D919_DEC;96;[2019];1
TYM4D919_DISP;96;[2019];1
TYM4GI19_DEC;96;[2019];1
TYM4GI19_DISP;96;[2019];1
TYM4PACT19_DEC;96;[2019];1
TYM4PACT19_DISP;96;[2019];1
TYM4PAUT19;96;[2019];1
TYM4PBEN19_DEC;96;[2019];1
TYM4PBEN19_DISP;96;[2019];1
TYM4PCHO19_DEC;96;[2019];1
TYM4PCHO19_DISP;96;[2019];1
TYM4PIMPOT19;96;[2019];1
TYM4PPAT19;96;[2019];1
TYM4PPEN19_DEC;96;[2019];1
TYM4PPEN19_DISP;96;[2019];1
TYM4PPFAM19;96;[2019];1
TYM4PPLOGT19;96;[2019];1
TYM4PPMINI19;96;[2019];1
TYM4PPSOC19;96;[2019];1
TYM4PTSA19_DEC;96;[2019];1
TYM4PTSA19_DISP;96;[2019];1
TYM4Q119_DEC;96;[2019];1
TYM4Q119_DISP;96;[2019];1
TYM4Q219_DEC;96;[2019];1
TYM4Q219_DISP;96;[2019];1
TYM4Q319_DEC;96;[2019];1
TYM4Q319_DISP;96;[2019];1
TYM4S80S2019_DEC;96;[2019];1
TYM4S80S2019_DISP;96;[2019];1
TYM4TP4019_PAU_DEC;96;[2019];1
TYM4TP4019_PAU_DISP;96;[2019];1
TYM4TP5019_PAU_DEC;96;[2019];1
TYM4TP5019_PAU_DISP;96;[2019];1
TYM4TP6019_PAU_DEC;96;[2019];1
TYM4TP6019_PAU_DISP;96;[2019];1
TYM4TP60IP19_PAU_DEC;96;[2019];1
TYM4TP60IP19_PAU_DISP;96;[2019];1
TYM4TP60Q219_PAU_DEC;96;[2019];1
TYM4TP60Q219_PAU_DISP;96;[2019];1
TYM5D119_DEC;96;[2019];1
TYM5D119_DISP;96;[2019];1
TYM5D219_DEC;96;[2019];1
TYM5D219_DISP;96;[2019];1
TYM5D319_DEC;96;[2019];1
TYM5D319_DISP;96;[2019];1
TYM5D419_DEC;96;[2019];1
TYM5D419_DISP;96;[2019];1
TYM5D619_DEC;96;[2019];1
TYM5D619_DISP;96;[2019];1
TYM5D719_DEC;96;[2019];1
TYM5D719_DISP;96;[2019];1
TYM5D819_DEC;96;[2019];1
TYM5D819_DISP;96;[2019];1
TYM5D919_DEC;96;[2019];1
TYM5D919_DISP;96;[2019];1
TYM5GI19_DEC;96;[2019];1
TYM5GI19_DISP;96;[2019];1
TYM5PACT19_DEC;96;[2019];1
TYM5PACT19_DISP;96;[2019];1
TYM5PAUT19;96;[2019];1
TYM5PBEN19_DEC;96;[2019];1
TYM5PBEN19_DISP;96;[2019];1
TYM5PCHO19_DEC;96;[2019];1
TYM5PCHO19_DISP;96;[2019];1
TYM5PIMPOT19;96;[2019];1
TYM5PPAT19;96;[2019];1
TYM5PPEN19_DEC;96;[2019];1
TYM5PPEN19_DISP;96;[2019];1
TYM5PPFAM19;96;[2019];1
TYM5PPLOGT19;96;[2019];1
TYM5PPMINI19;96;[2019];1
TYM5PPSOC19;96;[2019];1
TYM5PTSA19_DEC;96;[2019];1
TYM5PTSA19_DISP;96;[2019];1
TYM5Q119_DEC;96;[2019];1
TYM5Q119_DISP;96;[2019];1
TYM5Q219_DEC;96;[2019];1
TYM5Q219_DISP;96;[2019];1
TYM5Q319_DEC;96;[2019];1
TYM5Q319_DISP;96;[2019];1
TYM5S80S2019_DEC;96;[2019];1
TYM5S80S2019_DISP;96;[2019];1
TYM5TP4019_PAU_DEC;96;[2019];1
TYM5TP4019_PAU_DISP;96;[2019];1
TYM5TP5019_PAU_DEC;96;[2019];1
TYM5TP5019_PAU_DISP;96;[2019];1
TYM5TP6019_PAU_DEC;96;[2019];1
TYM5TP6019_PAU_DISP;96;[2019];1
TYM5TP60IP19_PAU_DEC;96;[2019];1
TYM5TP60IP19_PAU_DISP;96;[2019];1
TYM5TP60Q219_PAU_DEC;96;[2019];1
TYM5TP60Q219_PAU_DISP;96;[2019];1
TYM6D119_DEC;96;[2019];1
TYM6D119_DISP;96;[2019];1
TYM6D219_DEC;96;[2019];1
TYM6D219_DISP;96;[2019];1
TYM6D319_DEC;96;[2019];1
TYM6D319_DISP;96;[2019];1
TYM6D419_DEC;96;[2019];1
TYM6D419_DISP;96;[2019];1
TYM6D619_DEC;96;[2019];1
TYM6D619_DISP;96;[2019];1
TYM6D719_DEC;96;[2019];1
TYM6D719_DISP;96;[2019];1
TYM6D819_DEC;96;[2019];1
TYM6D819_DISP;96;[2019];1
TYM6D919_DEC;96;[2019];1
TYM6D919_DISP;96;[2019];1
TYM6GI19_DEC;96;[2019];1
TYM6GI19_DISP;96;[2019];1
TYM6PACT19_DEC;96;[2019];1
TYM6PACT19_DISP;96;[2019];1
TYM6PAUT19;96;[2019];1
TYM6PBEN19_DEC;96;[2019];1
TYM6PBEN19_DISP;96;[2019];1
TYM6PCHO19_DEC;96;[2019];1
TYM6PCHO19_DISP;96;[2019];1
TYM6PIMPOT19;96;[2019];1
TYM6PPAT19;96;[2019];1
TYM6PPEN19_DEC;96;[2019];1
TYM6PPEN19_DISP;96;[2019];1
TYM6PPFAM19;96;[2019];1
TYM6PPLOGT19;96;[2019];1
TYM6PPMINI19;96;[2019];1
TYM6PPSOC19;96;[2019];1
TYM6PTSA19_DEC;96;[2019];1
TYM6PTSA19_DISP;96;[2019];1
TYM6Q119_DEC;96;[2019];1
TYM6Q119_DISP;96;[2019];1
TYM6Q219_DEC;96;[2019];1
TYM6Q219_DISP;96;[2019];1
TYM6Q319_DEC;96;[2019];1
TYM6Q319_DISP;96;[2019];1
TYM6S80S2019_DEC;96;[2019];1
TYM6S80S2019_DISP;96;[2019];1
TYM6TP4019_PAU_DEC;96;[2019];1
TYM6TP4019_PAU_DISP;94;[2019];1
TYM6TP5019_PAU_DEC;96;[2019];1
TYM6TP5019_PAU_DISP;96;[2019];1
TYM6TP6019_PAU_DEC;96;[2019];1
TYM6TP6019_PAU_DISP;96;[2019];1
TYM6TP60IP19_PAU_DEC;96;[2019];1
TYM6TP60IP19_PAU_DISP;96;[2019];1
TYM6TP60Q219_PAU_DEC;96;[2019];1
TYM6TP60Q219_PAU_DISP;96;[2019];1
AGE1D120_DEC;96;[2020];1
AGE1D120_DISP;96;[2020];1
AGE1D220_DEC;96;[2020];1
AGE1D220_DISP;96;[2020];1
AGE1D320_DEC;96;[2020];1
AGE1D320_DISP;96;[2020];1
AGE1D420_DEC;96;[2020];1
AGE1D420_DISP;96;[2020];1
AGE1D620_DEC;96;[2020];1
AGE1D620_DISP;96;[2020];1
AGE1D720_DEC;96;[2020];1
AGE1D720_DISP;96;[2020];1
AGE1D820_DEC;96;[2020];1
AGE1D820_DISP;96;[2020];1
